,id,color_palette,delta,category_number,time_spent,number_points,correct_answer
1817,YEPFTqw5Bcahrwef74XE_Q_12,ColorBrewerPaired,2.653438014294472,8,3.2,12,1
1818,YEPFTqw5Bcahrwef74XE_Q_13,ColorBrewerPaired,2.650669587127255,5,4.0,16,1
1819,YEPFTqw5Bcahrwef74XE_Q_14,ColorBrewerPaired,1.6956406877580843,3,7.4,11,1
1820,YEPFTqw5Bcahrwef74XE_Q_15,ColorBrewerPaired,2.3338640777699817,10,4.2,12,1
1821,YEPFTqw5Bcahrwef74XE_Q_16,ColorBrewerPaired,2.1226475082659286,10,5.0,20,1
1822,YEPFTqw5Bcahrwef74XE_Q_17,ColorBrewerPaired,1.713316935687537,6,7.7,14,1
1823,YEPFTqw5Bcahrwef74XE_Q_18,ColorBrewerPaired,2.438791136036075,8,4.1,11,1
1824,YEPFTqw5Bcahrwef74XE_Q_19,ColorBrewerPaired,1.5398715444688218,9,5.4,11,0
1825,YEPFTqw5Bcahrwef74XE_Q_20,ColorBrewerPaired,2.134179371843888,4,2.7,10,1
1826,YEPFTqw5Bcahrwef74XE_Q_21,ColorBrewerPaired,2.113616272694566,2,2.7,13,1
1827,YEPFTqw5Bcahrwef74XE_Q_22,ColorBrewerPaired,2.727595837163591,7,3.0,10,1
1828,YEPFTqw5Bcahrwef74XE_Q_23,ColorBrewerPaired,2.7209526247163645,4,2.8,17,1
1829,YEPFTqw5Bcahrwef74XE_Q_24,ColorBrewerPaired,1.5454310821336206,8,4.6,10,1
1830,YEPFTqw5Bcahrwef74XE_Q_26,ColorBrewerPaired,2.664378809985948,6,4.5,11,1
1831,YEPFTqw5Bcahrwef74XE_Q_27,ColorBrewerPaired,1.705646773018333,5,3.7,17,1
1832,YEPFTqw5Bcahrwef74XE_Q_28,ColorBrewerPaired,2.0436274207352536,3,3.8,20,1
1833,YEPFTqw5Bcahrwef74XE_Q_29,ColorBrewerPaired,1.835366893873123,3,3.0,13,1
1834,YEPFTqw5Bcahrwef74XE_Q_30,ColorBrewerPaired,2.5276882028354795,6,3.3,11,1
1835,YEPFTqw5Bcahrwef74XE_Q_31,ColorBrewerPaired,1.9992260855484856,5,3.3,12,1
1836,YEPFTqw5Bcahrwef74XE_Q_32,ColorBrewerPaired,2.4683694576745414,2,2.9,18,1
1837,YEPFTqw5Bcahrwef74XE_Q_33,ColorBrewerPaired,2.6796746412328174,9,7.1,13,1
1838,YEPFTqw5Bcahrwef74XE_Q_34,ColorBrewerPaired,2.780271750747988,3,2.3,16,1
1839,YEPFTqw5Bcahrwef74XE_Q_35,ColorBrewerPaired,2.680240445366897,7,3.1,15,1
1840,YEPFTqw5Bcahrwef74XE_Q_36,ColorBrewerPaired,2.445620994920411,3,2.1,19,1
1841,YEPFTqw5Bcahrwef74XE_Q_37,ColorBrewerPaired,2.042241842093488,7,6.8,15,1
1842,YEPFTqw5Bcahrwef74XE_Q_38,ColorBrewerPaired,2.898820053414377,10,3.3,20,1
1843,YEPFTqw5Bcahrwef74XE_Q_40,ColorBrewerPaired,1.6629457202187696,4,5.0,17,1
1844,YEPFTqw5Bcahrwef74XE_Q_41,ColorBrewerPaired,1.9119101318248488,9,10.2,17,1
1845,YEPFTqw5Bcahrwef74XE_Q_42,ColorBrewerPaired,2.900132329703277,8,2.9,19,1
1846,YEPFTqw5Bcahrwef74XE_Q_43,ColorBrewerPaired,1.627616124338902,2,6.4,15,1
1847,YEPFTqw5Bcahrwef74XE_Q_44,ColorBrewerPaired,2.0396981777852607,6,4.3,19,1
1848,YWl2vWPV0aSAoiimpNRf_Q_0,CartoBold,2.892451423006272,10,10.4,11,1
1849,YWl2vWPV0aSAoiimpNRf_Q_2,CartoBold,2.056347030123068,6,4.1,14,1
1850,YWl2vWPV0aSAoiimpNRf_Q_3,CartoBold,1.6995556948790238,7,4.9,11,1
1851,YWl2vWPV0aSAoiimpNRf_Q_4,CartoBold,2.0283490144252063,2,2.5,17,1
1852,YWl2vWPV0aSAoiimpNRf_Q_5,CartoBold,1.6042698992234472,8,5.9,15,1
1853,YWl2vWPV0aSAoiimpNRf_Q_6,CartoBold,2.902224370119535,10,4.8,18,1
1854,YWl2vWPV0aSAoiimpNRf_Q_7,CartoBold,1.5415888697276785,4,8.8,18,1
1855,YWl2vWPV0aSAoiimpNRf_Q_8,CartoBold,2.118555304060136,6,4.3,19,1
1856,YWl2vWPV0aSAoiimpNRf_Q_9,CartoBold,1.6333533411723271,10,9.3,17,0
1857,YWl2vWPV0aSAoiimpNRf_Q_10,CartoBold,2.3624041717184543,5,4.2,13,1
1858,YWl2vWPV0aSAoiimpNRf_Q_11,CartoBold,2.8198349372079763,2,2.9,10,1
1859,YWl2vWPV0aSAoiimpNRf_Q_12,CartoBold,2.653438014294472,8,3.1,12,1
1860,YWl2vWPV0aSAoiimpNRf_Q_13,CartoBold,2.650669587127255,5,3.1,16,1
1861,YWl2vWPV0aSAoiimpNRf_Q_14,CartoBold,1.6956406877580843,3,5.9,11,1
1862,YWl2vWPV0aSAoiimpNRf_Q_15,CartoBold,2.3338640777699817,10,8.7,12,1
1863,YWl2vWPV0aSAoiimpNRf_Q_16,CartoBold,2.1226475082659286,10,8.9,20,1
1864,YWl2vWPV0aSAoiimpNRf_Q_17,CartoBold,1.713316935687537,6,7.6,14,1
1865,YWl2vWPV0aSAoiimpNRf_Q_18,CartoBold,2.438791136036075,8,8.4,11,1
1866,YWl2vWPV0aSAoiimpNRf_Q_19,CartoBold,1.5398715444688218,9,4.9,11,1
1867,YWl2vWPV0aSAoiimpNRf_Q_20,CartoBold,2.134179371843888,4,3.0,10,1
1868,YWl2vWPV0aSAoiimpNRf_Q_21,CartoBold,2.113616272694566,2,2.8,13,1
1869,YWl2vWPV0aSAoiimpNRf_Q_22,CartoBold,2.727595837163591,7,5.1,10,1
1870,YWl2vWPV0aSAoiimpNRf_Q_23,CartoBold,2.7209526247163645,4,6.9,17,1
1871,YWl2vWPV0aSAoiimpNRf_Q_24,CartoBold,1.5454310821336206,8,10.0,10,1
1872,YWl2vWPV0aSAoiimpNRf_Q_26,CartoBold,2.664378809985948,6,5.3,11,1
1873,YWl2vWPV0aSAoiimpNRf_Q_27,CartoBold,1.705646773018333,5,4.4,17,1
1874,YWl2vWPV0aSAoiimpNRf_Q_28,CartoBold,2.0436274207352536,3,3.5,20,1
1875,YWl2vWPV0aSAoiimpNRf_Q_29,CartoBold,1.835366893873123,3,6.7,13,1
1876,YWl2vWPV0aSAoiimpNRf_Q_30,CartoBold,2.5276882028354795,6,6.1,11,1
1877,YWl2vWPV0aSAoiimpNRf_Q_31,CartoBold,1.9992260855484856,5,8.9,12,1
1878,YWl2vWPV0aSAoiimpNRf_Q_32,CartoBold,2.4683694576745414,2,3.0,18,1
1879,YWl2vWPV0aSAoiimpNRf_Q_33,CartoBold,2.6796746412328174,9,2.9,13,1
1880,YWl2vWPV0aSAoiimpNRf_Q_34,CartoBold,2.780271750747988,3,4.9,16,1
1881,YWl2vWPV0aSAoiimpNRf_Q_35,CartoBold,2.680240445366897,7,9.2,15,1
1882,YWl2vWPV0aSAoiimpNRf_Q_36,CartoBold,2.445620994920411,3,4.4,19,1
1883,YWl2vWPV0aSAoiimpNRf_Q_37,CartoBold,2.042241842093488,7,5.8,15,1
1884,YWl2vWPV0aSAoiimpNRf_Q_38,CartoBold,2.898820053414377,10,3.8,20,1
1885,YWl2vWPV0aSAoiimpNRf_Q_40,CartoBold,1.6629457202187696,4,13.6,17,1
1886,YWl2vWPV0aSAoiimpNRf_Q_41,CartoBold,1.9119101318248488,9,10.5,17,1
1887,YWl2vWPV0aSAoiimpNRf_Q_42,CartoBold,2.900132329703277,8,4.6,19,1
1888,YWl2vWPV0aSAoiimpNRf_Q_43,CartoBold,1.627616124338902,2,4.7,15,1
1889,YWl2vWPV0aSAoiimpNRf_Q_44,CartoBold,2.0396981777852607,6,6.4,19,1
1890,Yjvbv2UWfaa7Aa1awtQg_Q_0,ColorBrewerPaired,2.665242047724613,3,5.0,10,1
1891,Yjvbv2UWfaa7Aa1awtQg_Q_1,ColorBrewerPaired,1.6269799740159447,10,8.0,10,1
1892,Yjvbv2UWfaa7Aa1awtQg_Q_2,ColorBrewerPaired,2.6233532691204218,6,2.8,20,1
1893,Yjvbv2UWfaa7Aa1awtQg_Q_3,ColorBrewerPaired,1.9642141335737549,3,4.2,16,1
1894,Yjvbv2UWfaa7Aa1awtQg_Q_4,ColorBrewerPaired,2.3991024617667955,8,7.8,14,1
1895,Yjvbv2UWfaa7Aa1awtQg_Q_5,ColorBrewerPaired,1.8375974127303047,4,3.9,10,1
1896,Yjvbv2UWfaa7Aa1awtQg_Q_6,ColorBrewerPaired,1.5986187321869672,7,4.1,17,1
1897,Yjvbv2UWfaa7Aa1awtQg_Q_7,ColorBrewerPaired,2.1001397568074625,8,4.0,15,1
1898,Yjvbv2UWfaa7Aa1awtQg_Q_9,ColorBrewerPaired,1.865319700554093,2,3.4,12,1
1899,Yjvbv2UWfaa7Aa1awtQg_Q_10,ColorBrewerPaired,2.377429281842379,5,5.0,18,1
1900,Yjvbv2UWfaa7Aa1awtQg_Q_11,ColorBrewerPaired,2.518344626143433,7,3.2,16,1
1901,Yjvbv2UWfaa7Aa1awtQg_Q_12,ColorBrewerPaired,2.2489786931630893,2,2.7,12,1
1902,Yjvbv2UWfaa7Aa1awtQg_Q_13,ColorBrewerPaired,1.713370667440417,4,2.7,16,1
1903,Yjvbv2UWfaa7Aa1awtQg_Q_14,ColorBrewerPaired,1.6033234398418197,5,3.6,18,1
1904,Yjvbv2UWfaa7Aa1awtQg_Q_15,ColorBrewerPaired,2.634053993544657,5,4.3,18,1
1905,Yjvbv2UWfaa7Aa1awtQg_Q_16,ColorBrewerPaired,2.7386954086289137,5,3.6,19,1
1906,Yjvbv2UWfaa7Aa1awtQg_Q_18,ColorBrewerPaired,2.6602647218284465,8,5.0,15,1
1907,Yjvbv2UWfaa7Aa1awtQg_Q_19,ColorBrewerPaired,2.2046475155737437,9,3.9,18,1
1908,Yjvbv2UWfaa7Aa1awtQg_Q_20,ColorBrewerPaired,2.906842799424989,4,3.3,19,1
1909,Yjvbv2UWfaa7Aa1awtQg_Q_22,ColorBrewerPaired,2.074270315364947,6,2.8,20,1
1910,Yjvbv2UWfaa7Aa1awtQg_Q_23,ColorBrewerPaired,2.695141707327516,6,2.0,17,1
1911,Yjvbv2UWfaa7Aa1awtQg_Q_24,ColorBrewerPaired,2.0934109333431445,3,2.1,12,1
1912,Yjvbv2UWfaa7Aa1awtQg_Q_25,ColorBrewerPaired,2.6635774984591407,8,2.6,11,1
1913,Yjvbv2UWfaa7Aa1awtQg_Q_26,ColorBrewerPaired,2.3289243950508967,7,3.4,10,1
1914,Yjvbv2UWfaa7Aa1awtQg_Q_27,ColorBrewerPaired,2.647369184270386,4,2.4,18,1
1915,Yjvbv2UWfaa7Aa1awtQg_Q_28,ColorBrewerPaired,1.937529021260163,2,5.7,10,1
1916,Yjvbv2UWfaa7Aa1awtQg_Q_29,ColorBrewerPaired,1.5411840902484235,10,3.8,19,0
1917,Yjvbv2UWfaa7Aa1awtQg_Q_30,ColorBrewerPaired,2.2488642210608347,7,2.9,12,1
1918,Yjvbv2UWfaa7Aa1awtQg_Q_31,ColorBrewerPaired,2.5992629941687024,8,3.2,11,1
1919,Yjvbv2UWfaa7Aa1awtQg_Q_32,ColorBrewerPaired,2.8155694509221822,4,3.6,14,1
1920,Yjvbv2UWfaa7Aa1awtQg_Q_33,ColorBrewerPaired,2.1361613155107677,8,4.9,19,1
1921,Yjvbv2UWfaa7Aa1awtQg_Q_34,ColorBrewerPaired,2.359297295566076,2,2.6,10,1
1922,Yjvbv2UWfaa7Aa1awtQg_Q_35,ColorBrewerPaired,1.7381404475229705,5,2.9,15,1
1923,Yjvbv2UWfaa7Aa1awtQg_Q_36,ColorBrewerPaired,2.326427002300874,10,2.2,14,1
1924,Yjvbv2UWfaa7Aa1awtQg_Q_37,ColorBrewerPaired,2.484583567004002,10,3.7,20,1
1925,Yjvbv2UWfaa7Aa1awtQg_Q_38,ColorBrewerPaired,2.522709164766181,10,4.0,14,1
1926,Yjvbv2UWfaa7Aa1awtQg_Q_39,ColorBrewerPaired,1.6515134485042733,10,5.3,16,1
1927,Yjvbv2UWfaa7Aa1awtQg_Q_40,ColorBrewerPaired,1.5273562809875445,4,3.4,11,0
1928,Yjvbv2UWfaa7Aa1awtQg_Q_41,ColorBrewerPaired,1.722039612506702,3,3.7,18,1
1929,Yjvbv2UWfaa7Aa1awtQg_Q_42,ColorBrewerPaired,2.6422900223745343,6,2.5,13,1
1930,Yjvbv2UWfaa7Aa1awtQg_Q_43,ColorBrewerPaired,1.8091190088250693,7,3.4,16,1
1931,Yjvbv2UWfaa7Aa1awtQg_Q_44,ColorBrewerPaired,2.0156115198370843,9,7.9,12,1
1932,Yt7qjnfdFxJJkZnYjSAB_Q_0,CartoBold,2.1468267251127244,9,10.6,12,1
1933,Yt7qjnfdFxJJkZnYjSAB_Q_1,CartoBold,1.608588142395547,7,12.7,14,1
1934,Yt7qjnfdFxJJkZnYjSAB_Q_2,CartoBold,2.0787961276952345,4,5.3,15,1
1935,Yt7qjnfdFxJJkZnYjSAB_Q_3,CartoBold,1.5235635142486883,5,4.5,20,1
1936,Yt7qjnfdFxJJkZnYjSAB_Q_4,CartoBold,2.2214895283902703,5,15.1,18,1
1937,Yt7qjnfdFxJJkZnYjSAB_Q_5,CartoBold,2.099317309590289,10,8.6,19,1
1938,Yt7qjnfdFxJJkZnYjSAB_Q_6,CartoBold,1.6891317204627638,3,3.8,13,1
1939,Yt7qjnfdFxJJkZnYjSAB_Q_8,CartoBold,2.50620845299684,8,5.5,13,1
1940,Yt7qjnfdFxJJkZnYjSAB_Q_10,CartoBold,2.092093105915507,3,4.1,19,1
1941,Yt7qjnfdFxJJkZnYjSAB_Q_11,CartoBold,2.448860282045945,4,3.8,17,1
1942,Yt7qjnfdFxJJkZnYjSAB_Q_12,CartoBold,1.8442726518182893,4,7.5,15,1
1943,Yt7qjnfdFxJJkZnYjSAB_Q_13,CartoBold,1.6741661894049162,6,4.3,18,1
1944,Yt7qjnfdFxJJkZnYjSAB_Q_14,CartoBold,2.5045234579848303,8,7.0,16,1
1945,Yt7qjnfdFxJJkZnYjSAB_Q_15,CartoBold,1.5419816031042588,9,6.8,18,1
1946,Yt7qjnfdFxJJkZnYjSAB_Q_16,CartoBold,2.872918359272488,6,5.6,11,1
1947,Yt7qjnfdFxJJkZnYjSAB_Q_17,CartoBold,2.936072586680898,5,5.5,20,1
1948,Yt7qjnfdFxJJkZnYjSAB_Q_18,CartoBold,2.1616751669503174,2,6.4,12,1
1949,Yt7qjnfdFxJJkZnYjSAB_Q_19,CartoBold,2.139333809895369,4,3.3,12,1
1950,Yt7qjnfdFxJJkZnYjSAB_Q_20,CartoBold,2.188420201101018,3,3.2,12,1
1951,Yt7qjnfdFxJJkZnYjSAB_Q_21,CartoBold,2.7807246817635933,8,8.1,11,1
1952,Yt7qjnfdFxJJkZnYjSAB_Q_22,CartoBold,1.7403629307692228,8,11.1,12,1
1953,Yt7qjnfdFxJJkZnYjSAB_Q_23,CartoBold,2.3586110467423955,7,4.7,15,1
1954,Yt7qjnfdFxJJkZnYjSAB_Q_24,CartoBold,1.6229965997958011,5,5.2,16,1
1955,Yt7qjnfdFxJJkZnYjSAB_Q_25,CartoBold,2.1231165326808217,4,2.9,19,1
1956,Yt7qjnfdFxJJkZnYjSAB_Q_26,CartoBold,2.964395906823716,5,4.1,10,1
1957,Yt7qjnfdFxJJkZnYjSAB_Q_27,CartoBold,1.786949712744482,9,10.0,19,1
1958,Yt7qjnfdFxJJkZnYjSAB_Q_28,CartoBold,2.502253771093577,7,6.6,11,1
1959,Yt7qjnfdFxJJkZnYjSAB_Q_29,CartoBold,2.510291148515621,4,3.4,11,1
1960,Yt7qjnfdFxJJkZnYjSAB_Q_30,CartoBold,1.509985642141921,8,8.8,18,1
1961,Yt7qjnfdFxJJkZnYjSAB_Q_31,CartoBold,1.730184061259184,9,10.6,15,1
1962,Yt7qjnfdFxJJkZnYjSAB_Q_32,CartoBold,2.6017341609081166,9,4.2,12,1
1963,Yt7qjnfdFxJJkZnYjSAB_Q_34,CartoBold,2.0035718878947035,9,7.6,16,1
1964,Yt7qjnfdFxJJkZnYjSAB_Q_35,CartoBold,1.6940670750751643,2,3.9,11,1
1965,Yt7qjnfdFxJJkZnYjSAB_Q_36,CartoBold,2.877098799158512,3,4.3,14,1
1966,Yt7qjnfdFxJJkZnYjSAB_Q_37,CartoBold,2.9056488646021505,7,8.9,14,1
1967,Yt7qjnfdFxJJkZnYjSAB_Q_38,CartoBold,1.7529184589284157,7,14.0,19,1
1968,Yt7qjnfdFxJJkZnYjSAB_Q_39,CartoBold,2.6082587335159486,7,6.7,19,1
1969,Yt7qjnfdFxJJkZnYjSAB_Q_40,CartoBold,2.6231365793408528,2,4.0,19,1
1970,Yt7qjnfdFxJJkZnYjSAB_Q_41,CartoBold,2.6420717726496648,8,5.9,16,1
1971,Yt7qjnfdFxJJkZnYjSAB_Q_42,CartoBold,1.912751574192436,5,8.4,18,1
1972,Yt7qjnfdFxJJkZnYjSAB_Q_43,CartoBold,2.02431870645845,8,4.0,18,1
1973,Yt7qjnfdFxJJkZnYjSAB_Q_44,CartoBold,2.05482963006494,2,4.7,17,1
1974,YwySdTiKp09uKHDVkG5G_Q_0,StataS1,2.892451423006272,10,6.4,11,1
1975,YwySdTiKp09uKHDVkG5G_Q_2,StataS1,2.056347030123068,6,6.9,14,1
1976,YwySdTiKp09uKHDVkG5G_Q_3,StataS1,1.6995556948790238,7,5.0,11,1
1977,YwySdTiKp09uKHDVkG5G_Q_4,StataS1,2.0283490144252063,2,3.1,17,1
1978,YwySdTiKp09uKHDVkG5G_Q_5,StataS1,1.6042698992234472,8,9.3,15,1
1979,YwySdTiKp09uKHDVkG5G_Q_6,StataS1,2.902224370119535,10,3.7,18,1
1980,YwySdTiKp09uKHDVkG5G_Q_7,StataS1,1.5415888697276785,4,5.9,18,1
1981,YwySdTiKp09uKHDVkG5G_Q_8,StataS1,2.118555304060136,6,5.0,19,1
1982,YwySdTiKp09uKHDVkG5G_Q_9,StataS1,1.6333533411723271,10,9.4,17,1
1983,YwySdTiKp09uKHDVkG5G_Q_10,StataS1,2.3624041717184543,5,4.8,13,1
1984,YwySdTiKp09uKHDVkG5G_Q_11,StataS1,2.8198349372079763,2,4.1,10,1
1985,YwySdTiKp09uKHDVkG5G_Q_12,StataS1,2.653438014294472,8,2.9,12,1
1986,YwySdTiKp09uKHDVkG5G_Q_13,StataS1,2.650669587127255,5,7.0,16,1
1987,YwySdTiKp09uKHDVkG5G_Q_14,StataS1,1.6956406877580843,3,8.4,11,1
1988,YwySdTiKp09uKHDVkG5G_Q_15,StataS1,2.3338640777699817,10,10.0,12,1
1989,YwySdTiKp09uKHDVkG5G_Q_16,StataS1,2.1226475082659286,10,9.3,20,1
1990,YwySdTiKp09uKHDVkG5G_Q_17,StataS1,1.713316935687537,6,13.1,14,1
1991,YwySdTiKp09uKHDVkG5G_Q_18,StataS1,2.438791136036075,8,7.0,11,1
1992,YwySdTiKp09uKHDVkG5G_Q_19,StataS1,1.5398715444688218,9,9.1,11,1
1993,YwySdTiKp09uKHDVkG5G_Q_20,StataS1,2.134179371843888,4,5.0,10,1
1994,YwySdTiKp09uKHDVkG5G_Q_21,StataS1,2.113616272694566,2,3.1,13,1
1995,YwySdTiKp09uKHDVkG5G_Q_22,StataS1,2.727595837163591,7,6.3,10,1
1996,YwySdTiKp09uKHDVkG5G_Q_23,StataS1,2.7209526247163645,4,2.7,17,1
1997,YwySdTiKp09uKHDVkG5G_Q_24,StataS1,1.5454310821336206,8,6.8,10,1
1998,YwySdTiKp09uKHDVkG5G_Q_26,StataS1,2.664378809985948,6,3.6,11,1
1999,YwySdTiKp09uKHDVkG5G_Q_27,StataS1,1.705646773018333,5,10.7,17,1
2000,YwySdTiKp09uKHDVkG5G_Q_28,StataS1,2.0436274207352536,3,3.0,20,1
2001,YwySdTiKp09uKHDVkG5G_Q_29,StataS1,1.835366893873123,3,4.5,13,1
2002,YwySdTiKp09uKHDVkG5G_Q_30,StataS1,2.5276882028354795,6,12.8,11,1
2003,YwySdTiKp09uKHDVkG5G_Q_31,StataS1,1.9992260855484856,5,5.4,12,1
2004,YwySdTiKp09uKHDVkG5G_Q_32,StataS1,2.4683694576745414,2,2.5,18,1
2005,YwySdTiKp09uKHDVkG5G_Q_33,StataS1,2.6796746412328174,9,5.4,13,1
2006,YwySdTiKp09uKHDVkG5G_Q_34,StataS1,2.780271750747988,3,3.4,16,1
2007,YwySdTiKp09uKHDVkG5G_Q_35,StataS1,2.680240445366897,7,4.6,15,1
2008,YwySdTiKp09uKHDVkG5G_Q_36,StataS1,2.445620994920411,3,5.8,19,1
2009,YwySdTiKp09uKHDVkG5G_Q_37,StataS1,2.042241842093488,7,7.4,15,1
2010,YwySdTiKp09uKHDVkG5G_Q_38,StataS1,2.898820053414377,10,7.2,20,1
2011,YwySdTiKp09uKHDVkG5G_Q_40,StataS1,1.6629457202187696,4,5.0,17,1
2012,YwySdTiKp09uKHDVkG5G_Q_41,StataS1,1.9119101318248488,9,15.1,17,1
2013,YwySdTiKp09uKHDVkG5G_Q_42,StataS1,2.900132329703277,8,6.0,19,1
2014,YwySdTiKp09uKHDVkG5G_Q_43,StataS1,1.627616124338902,2,5.5,15,1
2015,YwySdTiKp09uKHDVkG5G_Q_44,StataS1,2.0396981777852607,6,15.1,19,0
2016,Z1Domxfas3aawLLX31jK_Q_0,StataS1,2.665242047724613,3,7.7,10,1
2017,Z1Domxfas3aawLLX31jK_Q_1,StataS1,1.6269799740159447,10,6.5,10,0
2018,Z1Domxfas3aawLLX31jK_Q_2,StataS1,2.6233532691204218,6,4.1,20,1
2019,Z1Domxfas3aawLLX31jK_Q_3,StataS1,1.9642141335737549,3,2.6,16,1
2020,Z1Domxfas3aawLLX31jK_Q_4,StataS1,2.3991024617667955,8,4.3,14,1
2021,Z1Domxfas3aawLLX31jK_Q_5,StataS1,1.8375974127303047,4,4.9,10,1
2022,Z1Domxfas3aawLLX31jK_Q_6,StataS1,1.5986187321869672,7,3.1,17,1
2023,Z1Domxfas3aawLLX31jK_Q_7,StataS1,2.1001397568074625,8,4.1,15,1
2024,Z1Domxfas3aawLLX31jK_Q_9,StataS1,1.865319700554093,2,3.9,12,1
2025,Z1Domxfas3aawLLX31jK_Q_10,StataS1,2.377429281842379,5,3.4,18,1
2026,Z1Domxfas3aawLLX31jK_Q_11,StataS1,2.518344626143433,7,4.6,16,1
2027,Z1Domxfas3aawLLX31jK_Q_12,StataS1,2.2489786931630893,2,3.4,12,1
2028,Z1Domxfas3aawLLX31jK_Q_13,StataS1,1.713370667440417,4,3.0,16,1
2029,Z1Domxfas3aawLLX31jK_Q_14,StataS1,1.6033234398418197,5,2.9,18,1
2030,Z1Domxfas3aawLLX31jK_Q_15,StataS1,2.634053993544657,5,3.1,18,1
2031,Z1Domxfas3aawLLX31jK_Q_16,StataS1,2.7386954086289137,5,3.2,19,1
2032,Z1Domxfas3aawLLX31jK_Q_18,StataS1,2.6602647218284465,8,3.1,15,1
2033,Z1Domxfas3aawLLX31jK_Q_19,StataS1,2.2046475155737437,9,3.0,18,1
2034,Z1Domxfas3aawLLX31jK_Q_20,StataS1,2.906842799424989,4,2.6,19,1
2035,Z1Domxfas3aawLLX31jK_Q_22,StataS1,2.074270315364947,6,2.8,20,1
2036,Z1Domxfas3aawLLX31jK_Q_23,StataS1,2.695141707327516,6,4.3,17,1
2037,Z1Domxfas3aawLLX31jK_Q_24,StataS1,2.0934109333431445,3,2.7,12,1
2038,Z1Domxfas3aawLLX31jK_Q_25,StataS1,2.6635774984591407,8,2.4,11,1
2039,Z1Domxfas3aawLLX31jK_Q_26,StataS1,2.3289243950508967,7,2.4,10,1
2040,Z1Domxfas3aawLLX31jK_Q_27,StataS1,2.647369184270386,4,4.9,18,1
2041,Z1Domxfas3aawLLX31jK_Q_28,StataS1,1.937529021260163,2,3.4,10,1
2042,Z1Domxfas3aawLLX31jK_Q_29,StataS1,1.5411840902484235,10,3.8,19,1
2043,Z1Domxfas3aawLLX31jK_Q_30,StataS1,2.2488642210608347,7,2.4,12,1
2044,Z1Domxfas3aawLLX31jK_Q_31,StataS1,2.5992629941687024,8,2.4,11,1
2045,Z1Domxfas3aawLLX31jK_Q_32,StataS1,2.8155694509221822,4,4.0,14,1
2046,Z1Domxfas3aawLLX31jK_Q_33,StataS1,2.1361613155107677,8,4.0,19,1
2047,Z1Domxfas3aawLLX31jK_Q_34,StataS1,2.359297295566076,2,3.2,10,1
2048,Z1Domxfas3aawLLX31jK_Q_35,StataS1,1.7381404475229705,5,2.9,15,1
2049,Z1Domxfas3aawLLX31jK_Q_36,StataS1,2.326427002300874,10,2.4,14,1
2050,Z1Domxfas3aawLLX31jK_Q_37,StataS1,2.484583567004002,10,2.7,20,1
2051,Z1Domxfas3aawLLX31jK_Q_38,StataS1,2.522709164766181,10,3.3,14,1
2052,Z1Domxfas3aawLLX31jK_Q_39,StataS1,1.6515134485042733,10,3.2,16,1
2053,Z1Domxfas3aawLLX31jK_Q_40,StataS1,1.5273562809875445,4,3.1,11,1
2054,Z1Domxfas3aawLLX31jK_Q_41,StataS1,1.722039612506702,3,3.1,18,1
2055,Z1Domxfas3aawLLX31jK_Q_42,StataS1,2.6422900223745343,6,2.3,13,1
2056,Z1Domxfas3aawLLX31jK_Q_43,StataS1,1.8091190088250693,7,3.1,16,1
2057,Z1Domxfas3aawLLX31jK_Q_44,StataS1,2.0156115198370843,9,3.6,12,1
2058,ZdN1ZAC4CKrU5j9ISkpa_Q_0,SFSOParties,1.9944318180445952,3,5.3,12,0
2059,ZdN1ZAC4CKrU5j9ISkpa_Q_1,SFSOParties,2.214428839200514,5,3.4,13,1
2060,ZdN1ZAC4CKrU5j9ISkpa_Q_2,SFSOParties,2.56505561908169,6,4.0,15,1
2061,ZdN1ZAC4CKrU5j9ISkpa_Q_3,SFSOParties,1.8246211409393096,7,6.6,18,1
2062,ZdN1ZAC4CKrU5j9ISkpa_Q_4,SFSOParties,2.6196973160663646,6,3.1,11,1
2063,ZdN1ZAC4CKrU5j9ISkpa_Q_5,SFSOParties,2.574422702544127,3,3.9,11,1
2064,ZdN1ZAC4CKrU5j9ISkpa_Q_7,SFSOParties,2.6229295561191344,3,2.7,20,1
2065,ZdN1ZAC4CKrU5j9ISkpa_Q_8,SFSOParties,2.6119019668747123,8,3.5,18,1
2066,ZdN1ZAC4CKrU5j9ISkpa_Q_9,SFSOParties,1.501080314351082,2,4.4,11,1
2067,ZdN1ZAC4CKrU5j9ISkpa_Q_11,SFSOParties,1.7345664784066157,2,3.3,17,1
2068,ZdN1ZAC4CKrU5j9ISkpa_Q_12,SFSOParties,2.585940928723739,6,3.6,13,1
2069,ZdN1ZAC4CKrU5j9ISkpa_Q_13,SFSOParties,2.0433570158685934,5,3.6,16,1
2070,ZdN1ZAC4CKrU5j9ISkpa_Q_14,SFSOParties,2.650852329077832,8,2.9,10,1
2071,ZdN1ZAC4CKrU5j9ISkpa_Q_15,SFSOParties,1.515993508151424,5,3.5,15,1
2072,ZdN1ZAC4CKrU5j9ISkpa_Q_16,SFSOParties,2.081497483263586,10,5.2,17,1
2073,ZdN1ZAC4CKrU5j9ISkpa_Q_17,SFSOParties,2.392595786321195,10,5.7,15,1
2074,ZdN1ZAC4CKrU5j9ISkpa_Q_18,SFSOParties,1.7805990481137282,6,3.3,14,1
